grdc_no,lat,long,area,altitude,
1288100,-11.216667,35.294444,4903,-999,
1288150,-11.075,38.872222,809,-999,
1288170,-11.270833,37.666667,726,373,
1288200,-11.058333,38.7389,3896,156,
1289050,-5.02,38.27,3340,380,
1289100,-5.013889,38.799722,716,-999,
1289101,-4.995833,38.725,345,-999,
1289120,-10.333333,39.252778,209,-999,
1289150,-10.28,39.425278,4302,-999,
1289200,-5.17,38.47,25110,290,
1289210,-5.133333,38.575,812,-999,
1289211,-4.872222,38.566667,20,-999,
1289220,-4.729167,38.286111,24,-999,
1289230,-4.463889,38.061111,176,-999,
1289240,-4.234722,37.973611,36,-999,
1289250,-3.5,37.533333,380,-999,
1289310,-6.616667,37.183333,210,-999,
1289320,-6.831111,36.933333,499,-999,
1289330,-6.6,36.78,78,702,
1289340,-6.683333,36.666667,480,-999,
1289350,-5.8,37.8,882,-999,
1289380,-5.666667,38.4375,4081,-999,
1289400,-7.016667,37.8,488,473,
1289410,-7.233333,37.9,346,-999,
1289425,-5.89588,37.78001,169,442,
1289435,-6.916667,39.25,302,-999,
1289440,-5.15,37.671667,18,-999,
1289450,-6.688889,38.698611,15916,15,
1289451,-7.3,38.166667,6472,-999,
1289460,-7.037222,37.566667,40,-999,
1289470,-6.7,37.916667,31,-999,
1290100,-8.265686,35.165242,1119,1671,
1290200,-8.6896452,32.3843589,989,901,
1290210,-8.733333,32.333333,7165,-999,
1290230,-8.983333,32.633333,996,-999,
1290231,-9.233333,32.833333,72,-999,
1290300,-7.716667,31.616667,739,-999,
1290320,-7.558335,31.1688353,698,1563,
1290900,-8.97,33.53,131,-999,
1290910,-8.6,33.116667,2693,-999,
1290920,-8.983333,33.066667,146,-999,
1291100,-17.46666667,24.3,334000,940,
1291200,-17.68333333,23.26666667,170000,980,
1292180,-8.916667,33.966667,162,-999,
1293100,-9.166667,33.533333,222,-999,
1293101,-9.266667,33.55,698,-999,
1293150,-9.55,33.883333,696,-999,
1293160,-9.416667,33.187222,370,-999,
1293170,-9.347222,34.033333,377,-999,
1293200,-9.32,33.92,1425,-999,
1293300,-10.441667,34.8,14161,-999,
1293301,-9.941667,35.191667,2007,-999,
1293310,-10.301111,35.141667,5772,-999,
1293320,-9.883333,34.8,884,-999,
1293330,-10.525,34.966667,548,-999,
1293340,-10.558333,35.016667,369,864,
1304100,35.52,-5.3,110,5,
1304800,34.9,-3.29,1353,273,
1308100,32.97,-4.9,1673,1450,
1308110,32.75,-4.9,960,450,
1308600,34.24,-3.32,24422,325,
1309200,31.08,-8.1,848,1100,
1309500,33.7,-6.54,3230,180,
1309520,33.21,-6.23,1627,548,
1309550,32.25,-6.08,2350,1070,
1309560,32.44,-5.63,-999,-999,
1309570,33.33,-6.03,690,650,
1309600,32.68,-5.9,3330,591,
1309620,33,-5.67,1036,866,
1309650,35.52,-5.84,220,6,
1309660,35.61,-5.73,40,30,
1309675,35,-5.5,667,84,
1309700,34.28,-5.43,17250,70,
1309720,34.59,-5.25,6190,85,
1309750,34.62,-5.01,4404,140,
1309800,33.75,-4.53,4392,645,
1309810,33.67,-4.5,3435,725,
1309850,34.6,-4.55,1758,540,
1310400,31.41,-5.47,1550,1545,
1310500,32.23,-4.52,1240,1400,
1310600,32,-3.75,2370,1052,
1316100,5.3,-9.3,761,-999,
1320100,7.328,-11.143,5514,-999,
1320150,8.278,-10.078,673,-999,
1320160,8.00272,-10.21152,961,450,
1321800,8.2,-9.75,246,-999,
1321880,7.067,-10.88,8194,85,
1322800,7.33,-9.53,9760,-999,
1322840,7.202586,-9.818731,13734,207,
1322880,6.90211,-10.36175,18276,130,
1323400,7.02,-9.48,39,-999,
1323500,7.07,-9.17,575,-999,
1323550,6.466,-9.526,10862,170,
1323580,6.084,-9.87,15723,65,
1324500,6.43,-8.63,683,-999,
1324510,6,-8.6,-999,-999,
1324580,5.617,-9.319,11585,170,
1326300,4.45,9.97,8026,10,
1326301,4.57,9.53,2420,17,
1326500,5.12,10,2280,700,
1326701,3.23,10.73,1150,436,
1326802,2.93,9.9,1435,10,
1326901,2.87,9.88,2305,7,
1335011,8.12,13.83,3220,360,
1335014,9.05,13.68,30650,186,
1335122,8.6,12.83,23500,230,
1335181,9.62,13.87,25000,195,
1335241,8.4,14.25,5240,270,
1335381,9.77,13.93,5550,242,
1335451,6.28,10.03,2240,550,
1335500,9.3,13.38,64000,174,
1336500,5.75,9.32,6810,44,
1337100,7.64,14.67,1690,1048,
1337101,7.75,15.33,12200,472,
1337151,7.55,13.95,1585,810,
1337200,7.43,15.44,7430,-999,
1337251,10.73,14.6,1535,337,
1338050,3.77,10.07,131520,12,
1338200,5.47,10.55,4700,987,
1338201,5.92,14.13,11100,662,
1338252,5.62,11.18,14700,660,
1338271,4.8,12,3720,560,
1338300,4.57,11.37,42300,396,
1338400,4.35,11.63,76000,426,
1338401,5.98,11.27,4020,684,
1338503,5.68,10.5,2190,1131,
1338600,6.33,12.82,20390,826,
1339011,3.78,12.25,8350,643,
1339012,3.88,12.52,5300,646,
1339014,3.68,10.7,21600,146,
1339015,3.53,11.08,19985,617,
1339017,3.43,11.28,18510,628,
1339100,3.57,10.12,26400,15,
1339500,3.52,11.5,13555,634,
1340500,2.3,11.3,18100,500,
1348100,3.38,12.77,5150,603,
1348151,4.23,14.32,8970,588,
1348152,4.2,14.68,20370,570,
1348351,3.220087,14.920344,10340,467,
1348401,2.8,13.35,19500,533,
1357100,-18.283333,21.8,410000,1000,
1357200,-20.016667,23.383333,-999,-999,
1357500,-21,24.366667,-999,-999,
1357501,-20.116667,23.516667,-999,-999,
1357510,-20.133333,23.35,-999,-999,
1357520,-20.35,23.433333,-999,-999,
1357530,-19.916667,23.4,-999,-999,
1357600,-20.233333,26.166667,6543,-999,
1357700,-21,26.75,584,-999,
1357710,-21,26.75,646,-999,
1362100,29.7,31.28,2900000,20,
1362200,27.18,31.1,-999,51,
1362300,26.05,32.25,-999,69,
1362400,25.32,32.56,-999,80,
1362500,24.32,32.9,-999,85,
1362600,23.96,32.9,-999,-999,
1389090,-21.83,43.87,53225,-999,
1389100,-21.9,44,50000,-999,
1389200,-20.55,44.28,4650,-999,
1389230,-19.72,44.96,45000,-999,
1389250,-20.01039,45.54683,1893,-999,
1389300,-24.37,44.52,1700,-999,
1389320,-24.7,45.07,5330,-999,
1389330,-19.8,45.53,17990,-999,
1389350,-19.5,45.5,14375,-999,
1389430,-21.32,46,6510,-999,
1389450,-22.38,46.12,1500,-999,
1389460,-24.22,46.32,4033,-999,
1389470,-25.03,46.38,12435,-999,
1389480,-21.95,46.63,610,-999,
1389490,-20.28,46.82,6675,-999,
1389500,-17.42,46.85,18550,-999,
1389520,-16.93,46.93,11800,-999,
1389530,-18.15,46.93,9450,-999,
1389540,-20.12,47.08,973,-999,
1389550,-18.82,47.32,4151,-999,
1389560,-21.3279842,47.1018607,2107,-999,
1389580,-19.63,47.7,2990,-999,
1389600,-22.93,46.97,14160,-999,
1389670,-16,47.68,6515,-999,
1389680,-20.65,47.72,2260,-999,
1389690,-18.85,48.1,3600,-999,
1389700,-14.6,48.53,2585,-999,
1389710,-13.75,48.5,1080,50,
1389720,-18.8,48.6,1910,400,
1389750,-13.75,48.5,2980,-999,
1389760,-15.5,48.62,4100,-999,
1389780,-19,48.95,1263,-999,
1389790,-18.73,48.97,1825,-999,
1389800,-13.15,49.07,3210,-999,
1389820,-18.18,49.25,2545,-999,
1396010,-21.15,27.35,2497,-999,
1396020,-21.083333,27.5,788,-999,
1396100,-21.883333,28.016667,11370,-999,
1396101,-21.883333,28.016667,11213,-999,
1396102,-21.86048,27.75265,8980,-999,
1396110,-21.95,27.616667,1280,-999,
1396200,-22.566667,27.65,6623,-999,
1396201,-22.566667,27.65,3507,-999,
1396210,-22.566667,27.65,1048,-999,
1396300,-23.4799493,26.7728275,1334,-999,
1396400,-23.05,26.816667,929,-999,
1396500,-23.233333,27.066667,680,-999,
1396600,-24.7,25.55,1410,-999,
1396601,-24.7031016,25.9103222,4167,-999,
1425100,7.25,-8.06,2470,-999,
1425300,5.91,-7.44,1250,-999,
1425350,5.85,-7.43,13750,-999,
1425450,5.37,-7.31,4200,-999,
1425500,4.38,-7.59,28800,-999,
1426010,4.49,-7.38,810,-999,
1426050,4.74,-6.91,980,-999,
1426100,8.74,-6.85,1000,-999,
1426120,9.74,-5.62,5400,-999,
1426140,8.79,-5.88,3700,-999,
1426180,8.1,-6.3,6700,-999,
1426200,6.06,-4.49,59500,-999,
1426210,6,-4.43,60200,-999,
1426250,8.24,-4.84,6650,-999,
1426260,7.77,-4.68,10300,-999,
1426300,6.96,-5.76,19800,-999,
1426320,6.63,-4.79,4700,-999,
1426340,8.11,-5.41,22000,-999,
1426350,6,-4.82,35000,-999,
1426380,5.88,-4.75,95500,-999,
1426600,5.97,-4.21,4600,-999,
1427100,9.1,-7.36,1320,-999,
1427130,9.02,-7.24,2790,-999,
1427150,8.37,-7.2,5800,-999,
1427160,8.38,-7.7,5200,-999,
1427200,8.4,-7.13,16800,-999,
1427250,7.85,-7.54,6300,-999,
1427350,7.69,-7.06,28800,-999,
1427370,7.09,-7.53,1530,-999,
1427400,6.54,-7.48,6400,-999,
1427450,6.74,-7,35000,-999,
1427500,5.76,-6.6,62000,-999,
1427600,5.26,-6.06,6600,-999,
1428100,9.37,-4.5,1160,-999,
1428200,9.59,-4.29,21300,-999,
1428250,9.67,-4.12,2600,-999,
1428300,7.95,-3.94,48700,-999,
1428400,6.62,-3.72,67400,-999,
1428500,6.29,-3.49,69900,-999,
1431300,9.19,-2.71,111500,-999,
1434200,9.7,-7.79,2000,398,
1434300,10.06,-7.58,3970,-999,
1434350,9.84,-7.57,1800,364,
1434370,9.91,-7.42,990,-999,
1434390,10.44,-7.45,1570,-999,
1434500,10.09,-6.91,640,-999,
1434510,10.09,-6.93,810,-999,
1434700,10.631042,-6.657205,5550,-999,
1434740,9.38,-6.6,1050,357,
1434750,9.51,-6.36,700,-999,
1434780,9.65,-6.37,2580,-999,
1434790,9.65,-6.37,-999,-999,
1434810,9.85,-6.36,4700,-999,
1434820,9.8833,-6.3667,-999,-999,
1434850,10.63,-6.22,8900,-999,
1444100,-2.87,11.97,5800,200,
1445050,-4.17,13.3,17190,115,
1445100,-4.1,12.07,55010,8,
1445400,-3.93,12.77,101,150,
1445490,-4.12,13.08,23385,105,
1445500,-4.13,13.07,3990,115,
1445600,-4.25,14.05,8620,150,
1445700,-3.88,13.72,4920,400,
1445800,-4.23,14.28,90,300,
1447100,-4.6,14.93,2980,380,
1447150,-4.27,15.32,3475000,270,
1447200,-4.22,15,5240,300,
1447300,-2.91,15.65,13500,310,
1447400,-1.9,15.85,6200,304,
1447500,-1.4,15.07,2261,350,
1447550,-0.708644,14.821323,1415,406,
1447600,0.38,15.48,12000,335,
1448050,2.02,14.9,38600,335,
1448100,1.62,16.05,158350,236,
1448500,1.35,17.48,11300,-999,
1457800,-20.38,27.8,73,-999,
1457850,-20.25,28.05,197,-999,
1468050,0.961749,30.194815,8000,-999,
1468100,0.87,30.73,2603,1137,
1468200,1.13,31,1815,-999,
1468800,2.42,31.45,-999,-999,
1469100,-0.62,30.65,2070,1378,
1472100,1.55,32.05,16150,-999,
1472150,2.28,31.57,340000,-999,
1472200,0.82,33.03,-999,1123,
1472300,0.47,33.12,269000,-999,
1472305,0.43,33.2,-999,-999,
1472500,1,34.35,65,1100,
1473050,2.65,31.65,-999,-999,
1491100,-18.383333,26.316667,2138,-999,
1491110,-18.4,26.766667,869,-999,
1491150,-18.4,26.6,1887,-999,
1491200,-18.37,27.05,38600,-999,
1491210,-18.6,27.166667,20371,-999,
1491220,-18.566667,27.55,1447,-999,
1491225,-18.666667,27.566667,390,-999,
1491230,-18.95,27.766667,4080,-999,
1491240,-19.85,28.02,1410,-999,
1491241,-20.083333,28.533333,481,-999,
1491250,-18.92,28.87,5900,-999,
1491251,-19.75,29.416667,310,-999,
1491252,-19.65,29.366667,624,-999,
1491255,-19.616667,29.4,117,-999,
1491260,-18.716667,28.8,4201,-999,
1491480,-19.07,29.82,1217,-999,
1491485,-19.05,29.78,1250,-999,
1491500,-18.65,29.78,5890,-999,
1491510,-19.066667,30.35,1622,-999,
1491511,-19.083333,30.9,212,-999,
1491520,-19.05,30.283333,16,-999,
1491530,-19.033333,30.333333,41,-999,
1491540,-19,30.35,872,-999,
1491550,-18.45,29.87,2990,-999,
1491555,-18.45,29.983333,1984,-999,
1491580,-18.12,30.22,5180,-999,
1491585,-18.116667,30.216667,5307,-999,
1491586,-18.25,30.766667,2221,-999,
1491590,-17.5,29.4,37300,-999,
1491600,-18.85,29.82,4170,-999,
1491601,-18.85,29.816667,4404,-999,
1491610,-18.816667,30.316667,2662,-999,
1491620,-18.666667,30.516667,1054,-999,
1491650,-17.17,29.97,656,-999,
1491670,-17.1,30.32,1730,-999,
1491680,-17.08,30.3,6110,-999,
1491690,-17.616667,30.616667,578,-999,
1491700,-16.95,30.35,7900,-999,
1491710,-18.066667,31.066667,512,-999,
1491720,-17.583333,32.033333,285,-999,
1491750,-17.88,30.77,2220,-999,
1491760,-17.98,31.07,793,-999,
1491770,-17.85,31.15,22,-999,
1491780,-17.85,31.15,170,-999,
1491790,-18,31.15,491,-999,
1491810,-18.016667,32.15,249,-999,
1491815,-18.2,32.2,214,-999,
1491816,-18.216667,32.216667,61,-999,
1491820,-17.53,31.5,829,-999,
1491830,-17.633333,31.6,1194,-999,
1491840,-17.3,31.3,2360,-999,
1491850,-17.28,31.55,3300,-999,
1491860,-17.166667,31.5,218,-999,
1491870,-17.25,30.95,378,-999,
1491875,-17.166667,30.983333,67,-999,
1491876,-17.216667,30.983333,10,-999,
1491880,-18.183333,32.816667,18,-999,
1491890,-17.366667,31.433333,1028,-999,
1494100,-19.85,32.8,131,-999,
1494110,-19.833333,32.783333,32,-999,
1494200,-18.666667,32.85,6,-999,
1494300,-20.266667,32.833333,67,-999,
1494310,-20.266667,32.666667,48,-999,
1494311,-20.216667,32.6,27,-999,
1494400,-18.4,32.783333,95,-999,
1495100,-21.183333,32.283333,43233,-999,
1495120,-19.766667,32.666667,151,-999,
1495130,-19.733333,32.616667,191,-999,
1495150,-20.37,29.9,1680,-999,
1495160,-20.62,30.45,5390,-999,
1495165,-20.616667,30.45,3710,-999,
1495170,-20.13,30.45,4250,-999,
1495180,-19.95,30.47,1620,-999,
1495190,-19.883333,29.95,628,-999,
1495195,-19.783333,29.916667,64,-999,
1495200,-21.17,31.2,17100,-999,
1495220,-21.13,31.27,7950,-999,
1495230,-21.166667,31.133333,135,-999,
1495240,-21.13,31.27,23000,-999,
1495280,-20.75,31.23,1980,-999,
1495290,-20.05,30.85,541,-999,
1495291,-20.116667,30.866667,847,-999,
1495292,-19.816667,30.733333,160,-999,
1495295,-20.1,30.9,229,-999,
1495300,-20.08,31.07,847,-999,
1495310,-20.1,31.083333,411,-999,
1495320,-20.116667,31.016667,946,-999,
1495330,-20.083333,31.066667,835,-999,
1495350,-20.92,31.63,2460,-999,
1495351,-20.483333,31.533333,1049,-999,
1495360,-20.166667,31.6,210,-999,
1495370,-20.566667,30.283333,4157,-999,
1495371,-20.366667,29.9,1672,-999,
1495700,-19.216667,32.016667,11174,-999,
1495720,-18.916667,31.95,3383,-999,
1495800,-18.916667,32.416667,2498,-999,
1495801,-19.766667,32.4,7265,-999,
1495802,-18.883333,32.433333,2222,-999,
1495830,-18.92,32.55,249,-999,
1496150,-20.966667,28.35,551,-999,
1496160,-20.566667,28.383333,112,-999,
1496161,-20.533333,28.35,90,-999,
1496180,-20.9,28.783333,651,-999,
1496181,-21.083333,28.833333,4090,-999,
1496195,-20.983333,28.45,51,-999,
1496200,-21.32,28.95,5880,-999,
1496250,-20.95,29,940,-999,
1496251,-20.75,28.933333,363,-999,
1496300,-20.32,29,640,-999,
1496320,-20.583333,29.183333,2504,-999,
1496321,-21.416667,29.4,9718,-999,
1496340,-19.95,29.2,397,-999,
1496345,-19.983333,29.166667,76,-999,
1496350,-20.52,29.27,2000,-999,
1496351,-20.783333,29.366667,2963,-999,
1496355,-20.6,29.416667,453,-999,
1496360,-20.833333,29.933333,1929,-999,
1496365,-20.6,29.6,277,-999,
1496500,-22.216667,29.983333,208784,-999,
1512100,16.92,-12.38,8370,-999,
1512200,15.53,-12.7,5050,-999,
1512300,15.28,-12.55,1550,-999,
1526200,5.45,-2.1167,4268,19.65,
1526300,5.1667,-1.6333,22714,-0.07,
1526800,5.38,-0.6,1658,4,
1526801,5.3833,-0.6,1600,-999,
1530100,5.12,-2.75,15800,1.8,
1531050,10.6333,-2.9167,93820,224.19,
1531100,8.15,-2.0333,134200,34.75,
1531300,7.9833,-0.8833,6355,41.43,
1531420,10.23,-1.2833,10600,126.3,
1531430,10.33,-1.35,9500,125.51,
1531450,9.7,-1.08,92950,96,
1531550,10.5833,-0.85,63350,123,
1531600,10.98,-0.4,41550,170,
1531650,10.8667,-0.6167,11570,184.12,
1531680,8.47,-0.22,6810,-999,
1531700,6.2,0.1,394100,5,
1531800,9.28,0.23,58670,82.55,
1535100,9.69,15.5,3840,-999,
1535110,9.28,15.5,2072,-999,
1537100,12.12,15.03,600000,285,
1537120,12.05,15.05,-999,-999,
1537130,11.58,15.28,500000,-999,
1537150,10.27,15.42,73700,321,
1537170,7.83,15.83,4360,445,
1537180,8.53,16.07,33970,391,
1537200,9.4,16.3,56700,350,
1537250,8.65,16.83,14300,-999,
1537300,10.48,16.72,450000,325,
1537450,8.33,17.77,67600,518,
1537480,9.08,18.2,80000,-999,
1537500,9.15,18.42,193000,355,
1537800,11.03,20.28,80000,-999,
1547100,-9.93,32.13,-999,-999,
1547200,-8.9,29.9666,707,-999,
1547201,-10.7166,29.0833,1220,-999,
1547202,-9.8666,29.55,-999,-999,
1547300,-10.1833,30.9667,6418,-999,
1547310,-11.9666,28.75,123072,-999,
1547320,-10.247441,29.910836,-999,-999,
1547330,-10.4666,29.05,4170,-999,
1547340,-9.4833,30.2333,383,-999,
1547350,-10.12,30.95,2549,-999,
1547360,-9.85,28.95,303,-999,
1547400,-10.95,31.07,34745,1200,
1547500,-9.78,31.7,4628,-999,
1547510,-10,32.166667,13276,-999,
1547600,-11.4972,31.2833,1215,-999,
1547715,-11.216667,31.666667,1008,-999,
1547730,-10.1666,30.9666,-999,-999,
1547751,-11.7333,31.4833,179,-999,
1547760,-10.15,31.25,67,-999,
1547765,-9.7434615,32.3480271,2106,-999,
1547770,-10.1333,31.3666,39,-999,
1547780,-9.6666,32.7166,41,-999,
1547800,-11.8333,31.3833,324,-999,
1553100,-8.7,30.62,4098,-999,
1553200,-8.95,31.183333,444,-999,
1553500,-8.8333,31.3833,22,-999,
1563050,10.15,34.63,161,1460,
1563100,11,35,-999,-999,
1563450,10.85,37.02,282,2450,
1563500,11.37,37.03,1664,1900,
1563550,9.75,37.25,322,2150,
1563600,10.55,37.5,242,2050,
1563680,8.87,37.72,96,2320,
1563700,8.95,37.75,524,2050,
1563750,10,37,-999,-999,
1563800,11.07,38.18,65784,-999,
1563900,9.67,39.52,211,2750,
1564500,13.73,38.2,45694,-999,
1566100,8.25,34.58,23461,-999,
1566206,8.367386,33.768355,-999,-999,
1566207,8.3333,33.9333,-999,-999,
1566208,8.040186,33.762168,-999,-999,
1566250,8.3667,33.7833,-999,-999,
1566255,8.35,33.8167,-999,-999,
1566260,8.387658,33.689268,-999,-999,
1566261,8.126885,33.542763,-999,-999,
1566270,8.1167,33.6167,-999,-999,
1566500,8.4333,33.2167,-999,-999,
1566501,8.35,33.2167,-999,-999,
1566502,8.35,33.2167,-999,-999,
1566510,8.4,33.2,-999,-999,
1566520,8.35,33.2167,-999,-999,
1577050,9.08,38.52,119,1860,
1577100,8.7,38.6,4456,1850,
1577101,8.383333,38.783333,7656,-999,
1577102,8.85,39.85,16416,-999,
1577200,8.57,38.6,2050,2050,
1577300,8.27,39.4,745,1560,
1577500,9.15,39.93,3135,850,
1577600,9.2,40.2,18710,-999,
1577601,9.39,40.13,21520,-999,
1577602,11.133333,40.783333,52835,-999,
1577603,11.683333,40.95,62088,-999,
1577700,10.65,39.92,1350,1350,
1577800,11.4,40.73,4350,550,
1578100,7.02,39.03,1035,2480,
1578200,7,39.33,200,2350,
1578500,5,43,-999,-999,
1580300,5.52,39.68,10574,-999,
1582700,8.23,37.58,15746,-999,
1582800,8.25,37.77,1866,1700,
1582820,8.1,37.9,109,2050,
1582850,8.13,37.92,65,2050,
1587200,5.92,38.13,587,1190,
1591001,-16.116667,23.25,284538,-999,
1591002,-14.3833,23.2333,206531,-999,
1591003,-11.1333,24.25,764,-999,
1591100,-13.3333,23.15,3354,-999,
1591110,-11.2333,24.25,122,-999,
1591200,-14.016667,23.6,66667,1075,
1591230,-13.75,24.23,-999,-999,
1591231,-13.6,24.2166,42740,-999,
1591235,-13.4333,24.3333,-999,-999,
1591237,-11.5333,24.4166,632,-999,
1591240,-12.4,26.25,1780,-999,
1591245,-13.45,25.866667,1125,-999,
1591300,-17.216667,26.483333,3038,-999,
1591400,-11.7833,27.16666,433,-999,
1591401,-15.8166,28.2166,153351,-999,
1591402,-15.75,27.03,136234,-999,
1591403,-15.76666,26.0166,105672,-999,
1591404,-14.93333,25.9166,96239,-999,
1591405,-14.4166,27,50479,-999,
1591406,-13.65,27.61666,23065,-999,
1591408,-14.566667,26.45,55669,-999,
1591410,-16.1666,28.0166,630,-999,
1591411,-15.9,27.6833,1549,-999,
1591412,-16.25,28.13,45,-999,
1591420,-15.9666,27.6,1865,-999,
1591430,-15.166667,28.166667,-999,-999,
1591435,-13.7,26.333333,19779,-999,
1591440,-13.833333,27.366667,8849,-999,
1591441,-12.9166,27.35,2668,-999,
1591450,-15.22,27.33,770,-999,
1591460,-13.303369,23.363668,749,-999,
1591470,-13.4,27.82,18509,-999,
1591471,-13.25,28.1333,12001,-999,
1591474,-13.6333,27.59,-999,-999,
1591475,-13.216667,28.4,1371,-999,
1591476,-13.183333,28.583333,974,-999,
1591480,-12.88,28.25,9088,1559,
1591481,-12.416667,27.733333,5163,-999,
1591482,-12.266667,26.8,-999,-999,
1591490,-11.8666,27.1333,110,-999,
1591500,-12.8666,28.36666,339,-999,
1591520,-13.25,28.216667,4880,-999,
1591700,-13.2166,31.0333,995,-999,
1591710,-13.15,32.8166,-999,-999,
1591720,-14.3,28.55,1448,-999,
1591730,-14.966667,30.216667,142760,-999,
1591800,-15.21666,28.5,-999,-999,
1591810,-15.3333,28.3333,303,-999,
1591820,-14.9666,22.6833,34621,-999,
1597001,-25.943611,31.749444,8090,-999,
1597002,-26.033333,31.103889,6174,-999,
1597100,-26.040556,31.525,181,-999,
1597200,-25.805556,31.394444,573,-999,
1598001,-26.175,32.041667,2944,-999,
